1.606463193893432617e+00;-2.343998432159423828e+00
2.100915193557739258e+00;-2.544490098953247070e-01
2.177863359451293945e+00;-6.675727844238281250e+00
1.524480581283569336e-01;-4.176275730133056641e+00
3.030442237854003906e+00;-4.059793472290039062e+00
-4.736363887786865234e+00;-1.169779539108276367e+00
2.948806524276733398e+00;-1.578507781028747559e+00
-4.794171333312988281e+00;-1.580573916435241699e-01
2.420448303222656250e+00;-1.880218625068664551e+00
1.803116917610168457e+00;-3.931729316711425781e+00
2.403004169464111328e+00;-2.879296302795410156e+00
2.910685777664184570e+00;3.180539608001708984e-02
-4.611793994903564453e+00;-7.476202249526977539e-01
-4.159016132354736328e+00;-5.069357156753540039e-01
-6.483388900756835938e+00;-8.586351275444030762e-01
1.030393600463867188e+00;-3.138986110687255859e+00
2.167912006378173828e+00;-1.737361669540405273e+00
2.884201765060424805e+00;1.238537311553955078e+00
-3.046951532363891602e+00;-1.176940798759460449e+00
3.785037517547607422e+00;-3.831664800643920898e+00
-4.118726253509521484e+00;-6.194266080856323242e-01
-4.243161678314208984e+00;-1.320922374725341797e+00
1.029206871986389160e+00;-5.752699375152587891e+00
2.087733507156372070e+00;-2.304216384887695312e+00
1.395799875259399414e+00;2.356904745101928711e-02
3.621279239654541016e+00;-6.358809471130371094e+00
1.130204916000366211e+00;-3.545506954193115234e+00
2.604468822479248047e+00;-2.467506885528564453e+00
1.529552221298217773e+00;-3.515988588333129883e-02
-4.772550582885742188e+00;-6.690703630447387695e-01
1.476023912429809570e+00;-6.836947202682495117e-01
1.459818363189697266e+00;-1.001701235771179199e+00
3.033261775970458984e+00;-1.550389289855957031e+00
4.080475568771362305e-01;9.762940406799316406e-01
2.856869935989379883e+00;-4.523399353027343750e+00
2.063204526901245117e+00;-4.060748577117919922e+00
1.643484830856323242e+00;-3.725147247314453125e+00
-6.328063011169433594e+00;3.846596479415893555e-01
-3.363714694976806641e+00;-1.834256052970886230e-01
-6.480077743530273438e+00;-7.852252721786499023e-01
1.474558830261230469e+00;-5.319500923156738281e+00
3.951493263244628906e+00;-7.676740288734436035e-01
-6.224711894989013672e+00;-4.348658323287963867e-01
2.257247924804687500e+00;4.674273729324340820e-01
-3.432322978973388672e+00;-1.844757795333862305e+00
-6.103123664855957031e+00;1.404643774032592773e+00
2.495975971221923828e+00;-1.364399194717407227e+00
3.850678682327270508e+00;-1.966148018836975098e-01
2.142699480056762695e+00;-1.119218587875366211e+00
-5.053433895111083984e+00;-2.398150205612182617e+00
-3.549335956573486328e+00;-8.458793163299560547e-03
-5.107113361358642578e+00;-2.883865833282470703e+00
1.541709184646606445e+00;-4.818872451782226562e+00
-4.107819080352783203e+00;-1.249077916145324707e+00
2.334894418716430664e+00;-3.950508117675781250e+00
-6.348516941070556641e+00;-6.085313558578491211e-01
3.046986341476440430e+00;-6.882605552673339844e-01
3.533588886260986328e+00;-3.164640426635742188e+00
2.904663085937500000e+00;-4.891937255859375000e+00
2.008614540100097656e+00;-8.934822678565979004e-01
9.704562425613403320e-01;-3.330105781555175781e+00
2.264277458190917969e+00;-1.964788436889648438e-01
-3.692720413208007812e+00;-6.261409521102905273e-01
3.694655895233154297e+00;-5.378456115722656250e+00
2.931476831436157227e+00;-5.533880710601806641e+00
2.361409902572631836e+00;-3.167323350906372070e+00
2.529159069061279297e+00;5.543296337127685547e-01
-5.442706584930419922e+00;-9.755762219429016113e-01
-4.039227485656738281e+00;-2.620452165603637695e+00
9.725295305252075195e-01;-3.818902969360351562e+00
3.142125129699707031e+00;6.455099582672119141e-01
-4.486439704895019531e+00;5.978904962539672852e-01
1.528276324272155762e+00;-4.270866394042968750e+00
-6.137216567993164062e+00;-1.576660871505737305e+00
2.355014324188232422e+00;-3.685974836349487305e+00
1.288244724273681641e+00;1.375320911407470703e+00
2.914116859436035156e+00;9.282779693603515625e-02
2.521115064620971680e+00;-7.384735345840454102e-01
-4.647401332855224609e+00;-3.683080673217773438e-01
6.936911344528198242e-01;-4.454247951507568359e+00
2.540220737457275391e+00;-1.164613962173461914e+00
3.503722667694091797e+00;6.818083524703979492e-01
2.926352024078369141e+00;-4.511509895324707031e+00
6.587170362472534180e-01;-4.669720649719238281e+00
3.105798244476318359e+00;-3.727512836456298828e+00
